6.3061,7.5668
6.1132,13.106
6.3659,6.9932
1.8939,5.7004
4.7744,8.3204
6.1298,10.365
5.2435,7.3948
4.5956,8.9781
6.2294,9.8443
0.94874,5.9296
1.8043,3.6187
5.5339,9.1638
2.4461,6.4038
4.7676,10.08
4.9983,6.0412
5.3122,7.6501
6.5602,7.4053
6.1416,4.8749
7.6057,6.9798
5.6782,4.4394
8.1731,12.026
7.636,9.2383
6.4328,9.2603
9.8755,10.296
5.8024,9.8467
6.9881,11.126
6.231,7.412
8.6363,7.6447
3.4038,8.6224
4.2014,11.003
5.3751,7.3067
5.7352,6.5493
5.6274,8.3931
5.0146,5.872
4.2928,5.7956
2.9452,7.6477
2.7557,5.9969
7.5604,9.6959
1.814,5.0344
6.614,9.3244
6.1361,8.664
6.9247,9.3623
3.8542,8.9661
6.4801,9.756
6.0144,5.3328
7.6467,11.991
4.7901,5.2381
9.7213,6.7984
8.1404,10.732
6.3738,6.8313
6.0567,4.7385
4.1067,6.9784
7.216,11.801
7.0916,10.101
7.7036,10.056
5.9642,6.1279
7.8152,7.5083
4.7834,8.9931
2.876,8.7403
3.962,8.9142
8.9583,10.445
7.292,6.8752
3.5031,6.4304
5.5067,9.8918
6.6756,10.79
5.4631,8.432
9.1479,9.7714
5.9001,8.5587
5.362,6.8695
4.8829,8.9415
5.1218,7.969
5.7689,8.7193
1.9123,5.7158
7.7311,9.4376
5.665,6.7764
9.2887,12.459
8.2669,8.6679
3.6732,8.0827
7.1239,5.1959
3.8573,8.6753
3.9235,6.3445
5.2801,8.737
3.0682,5.8137
3.719,8.0643
6.2969,7.2427
3.4065,5.9755
2.826,4.7557
8.8353,6.8277
8.0785,9.7947
8.2684,11.074
7.0555,8.8193
5.8585,6.8031
8.641,7.3456
9.3404,7.988
4.9658,10.587
10.061,10.218
2.6684,4.4716
2.8105,4.4748
4.8303,6.1351
4.9555,7.1134
7.0207,12.049
7.4322,8.8044
4.5796,5.1391
7.9022,7.7026
7.396,6.9981
3.0924,8.9044
7.171,12.111
8.1545,11.786
3.9635,6.4006
4.8933,9.5732
7.9974,8.9379
10.392,9.9859
5.3061,5.7836
5.3516,7.2623
7.0588,7.1906
5.485,7.3555
4.2793,6.0501
3.5021,6.1847
2.6817,3.6121
9.7498,10.813
6.825,6.2096
6.6302,8.9158
6.6748,7.2718
4.4087,5.7526
7.0692,5.3335
8.3839,8.6773
2.7433,7.9708
6.7254,11.284
6.3307,9.1133
6.6024,6.1112
5.9786,7.6263
6.7929,10.319
3.7907,7.7816
6.9989,7.4334
6.389,8.6037
5.2862,9.2175
6.9771,7.8336
4.9381,6.1831
5.0521,6.1403
6.9065,9.3585
5.1305,8.4321
2.8992,5.6158
2.7922,3.7822
4.4264,7.41
9.7358,9.4098
10.594,10.444
5.8663,10.402
2.8896,6.9751
6.01,6.5682
7.3799,12.409
11.147,9.4119
9.4515,8.8763
5.1984,8.5592
3.6043,4.435
5.0138,7.7499
3.7349,6.7989
8.6586,12.902
5.1528,9.7443
5.6432,8.507
4.2506,5.2425
7.3192,9.5614
4.1541,6.4594
7.4526,7.8148
4.0047,3.7816
6.5573,4.3113
5.0318,8.1171
7.478,9.519
4.5399,6.6152
4.5534,8.3764
3.9935,7.5453
5.7414,5.4691
5.0015,5.373
4.8907,9.4845
7.867,9.7271
8.5868,8.7424
5.2978,5.8374
9.8255,10.361
7.6951,9.2729
9.4598,6.522
3.9866,8.6266
4.9914,7.6016
7.8721,9.5153
7.3355,6.3799
8.6962,12.201
6.6829,9.7894
6.7265,6.9326
5.3616,7.3273
4.9023,6.384
7.2897,9.3658
6.3746,9.5854
5.9276,8.6021
7.0028,9.3209
4.496,8.1761
3.985,5.1209
7.3234,9.8964
6.57,6.7751
2.4825,7.3071
4.5087,5.3589
1.9978,7.904
7.3696,9.4126
6.933,9.8391
6.3059,6.9838
6.9689,9.8437
4.6651,6.0291
5.0493,6.8784
6.0985,7.5804
8.1425,9.9567
7.0984,10.766
5.8905,7.5397
8.2436,8.764
5.9074,8.4878
4.8156,6.2426
7.8149,11.428
6.6305,10.142
3.8006,8.5325
3.814,6.1037
4.5367,4.5244
7.8079,7.4064
7.2046,9.3395
6.1111,6.9509
5.6425,8.3597
6.3856,7.0242
8.7009,9.6999
7.5061,8.4299
4.9272,8.1456
5.6317,4.9292
7.0702,10.817
5.243,7.2778
8.2506,9.7911
6.7035,11.572
8.8693,9.4536
5.5227,9.7468
5.1929,7.0286
9.9977,11.776
2.8502,7.2309
4.4994,7.2647
7.6713,8.3432
8.5975,10.258
3.6561,5.2052
7.635,7.2328
7.6098,10.503
8.6595,10.47
7.5458,9.7559
6.7143,7.6829
4.3849,7.211
8.6072,6.7699
7.4772,6.4784
4.1468,7.7913
7.2875,6.7851
4.5219,7.4977
3.3535,3.9779
5.1268,6.7901
6.1005,6.4244
8.3667,10.147
5.5596,7.7961
6.2441,8.5938
6.6975,6.3637
3.6639,4.7737
5.4093,5.5261
5.3344,9.522
4.5561,8.3224
3.614,7.1323
3.7857,5.5264
5.3245,5.799
4.697,9.0655
8.9199,10.32
4.5688,5.3827
6.0522,10.882
5.253,4.5711
9.1743,10.151
8.8878,10.613
4.8788,7.7051
7.4424,7.0501
4.711,7.7943
7.8329,8.5495
10.327,10.513
5.2934,7.1011
4.4359,8.1077
3.5838,5.9233
8.2827,6.8909
7.1393,10.145
7.6873,10.535
5.5335,9.2202
4.196,4.3227
4.8223,8.1764
4.7621,5.5011
4.2286,8.6612
6.0268,9.6515
5.4349,9.4742
8.2031,12.25
5.0121,5.0348
7.605,9.4728
3.9841,9.7253
9.8441,9.9772
6.3363,8.2154
5.9476,6.7594
5.1907,9.5165
4.9263,7.9236
5.0285,9.6132
5.2929,5.8584
8.5823,7.8522
7.0705,8.6082
6.0165,8.3439
3.9866,5.3499
2.6055,6.9429
9.6324,9.3344
5.7095,10.058
5.7207,7.9563
3.7363,7.3241
7.2252,7.0626
4.1877,4.1927
7.7689,4.8581
1.2798,9.12
6.8418,9.4523
6.3669,10.757
7.0016,8.2465
5.3396,4.9647
1.1729,3.6153
4.0743,4.9901
11.43,6.5505
7.957,10.166
4.4011,5.5525
6.968,8.9985
6.9305,8.7165
1.0654,4.3763
5.3609,9.8784
1.9417,6.5103
8.3241,6.5101
7.8982,8.7979
8.9713,9.9993
10.088,9.1746
6.1601,8.66
4.9445,9.6776
6.5921,9.0644
6.44,10.131
5.6671,11.161
5.6382,10.7
3.9587,7.5879
6.0914,10.87
3.2995,3.9889
6.5282,8.3321
7.2375,9.7111
7.3404,9.2598
7.7985,8.4285
7.0581,4.8801
7.7609,8.9437
5.9741,5.8223
5.2335,6.5457
8.7916,10.835
2.3106,4.683
3.7822,8.3513
4.4065,5.8726
7.1733,11.958
3.2604,8.4451
5.9116,6.0258
7.0036,9.785
5.3311,11.597
7.3513,4.0877
7.2732,7.7927
10.773,8.1689
3.1817,7.176
4.9288,8.9872
7.9592,9.3179
5.6988,7.8622
5.489,8.3193
4.5883,5.4514
8.3344,7.4145
7.545,10.117
7.7471,7.9381
6.3993,10.812
2.4229,7.969
10.255,8.4661
4.4035,7.8435
7.1175,9.8163
9.1868,9.9301
6.3,7.1306
5.7695,9.6861
7.4271,14.098
5.3146,7.7798
4.5552,8.1812
1.5522,8.5769
5.5821,6.9999
6.3059,6.6805
9.0248,9.7838
7.3884,4.9337
8.0816,7.5688
5.5693,6.2177
8.7871,11.156
7.8474,8.0353
5.3067,6.0895
6.1896,7.2063
3.0907,5.5823
4.2731,9.2643
6.7156,7.7347
4.3766,5.4932
5.5943,9.0503
8.4607,9.9225
4.6095,8.6335
5.7733,6.8484
3.8476,4.5575
7.4691,9.2078
7.1093,8.4595
2.9955,6.4066
4.2756,6.3192
4.8902,8.0592
0.70374,5.5147
3.4635,6.4156
4.4255,6.5918
7.102,4.3428
5.5431,9.8998
3.7263,8.1818
5.4802,7.6379
7.4862,12.749
5.7367,9.9804
3.3627,5.7561
12.014,8.252
6.4935,6.3784
9.034,7.5183
11.385,11.602
8.489,9.3886
5.7742,10.43
1.9009,3.8872
2.9292,6.984
5.0644,7.8845
6.2982,7.4417
9.6427,7.6499
10.796,12.191
7.7158,12.374
3.4938,8.2787
5.6071,8.966
10.468,8.1409
6.0459,9.0784
5.8717,10.535
4.0294,8.5319
6.6848,8.6011
4.9127,6.9567
6.8704,9.4476
8.2735,7.3774
9.5315,7.3544
5.9665,5.0507
10.922,9.9494
9.6159,8.3453
4.3072,9.2368
9.3344,9.3747
6.9747,9.9286
4.1631,3.2197
8.5411,8.1855
7.8984,7.2943
7.1817,9.9793
6.211,8.9602
3.8504,11.929
10.816,13.845
8.5884,11.846
9.4029,8.9888
6.9817,3.791
5.1845,8.6136
8.382,9.0762
3.2398,6.126
6.9169,11.392
4.5546,1.9896
6.061,7.1595
7.3326,5.0756
7.8655,6.7277
5.2962,8.3526
5.4066,9.4382
0.9697,4.9685
3.0519,5.0802
10.14,12.927
6.7128,9.1644
7.1107,10.167
3.4608,8.653
5.1866,9.9159
1.9592,10.436
2.7958,7.701
2.92,7.6863
2.179,6.7289
3.2054,7.6363
3.4981,6.7144
4.4108,7.2203
8.4521,9.65
9.9988,6.0579
4.4161,9.3033
6.5851,9.505
5.6693,8.3778
3.6405,8.2441
3.9484,6.0287
2.2348,4.4429
7.7527,9.9203
5.938,9.9675
8.151,10.073
4.4995,6.7341
5.1844,4.949
7.0641,10.13
5.9617,9.001
8.8783,11.801
4.2597,8.0469
8.9755,8.828
5.3343,8.497
5.7093,8.2547
5.0973,5.0853
4.9185,6.777
9.3643,8.5936
4.3964,6.3118
8.5679,8.8153
5.7192,6.2417
5.8625,8.3553
6.2942,8.7202
5.8523,7.1943
3.3447,5.9583
4.0017,10.226
6.87,10.871
5.4388,5.8465
6.3674,9.2339
7.352,7.8488
6.2966,7.4912
5.1305,6.2678
5.8333,5.3444
8.7236,11.424
7.349,5.3311
7.6064,8.5903
7.81,9.296
7.912,6.0832
4.4626,8.6938
10.983,10.83
5.6923,7.5323
6.0829,7.1491
2.9902,5.9828
8.17,10.2
7.1441,5.3114
6.3839,8.9911
7.2367,6.138
7.7315,8.6805
6.717,10.288
0.94159,7.2691
5.7847,6.3494
5.6681,8.3656
6.8707,6.2216
5.3985,7.5764
6.2892,10.346
6.1932,4.8687
5.6506,10.844
7.3502,9.9338
6.1699,5.786
7.755,11.961
4.8106,8.5309
9.1793,11.153
4.2948,7.6733
5.4228,7.6349
3.0321,8.5321
4.7064,5.3668
8.5303,6.3076
6.9465,8.1312
4.0883,6.9647
7.0121,6.7722
4.5596,7.6728
1.7794,7.0996
4.9172,9.1308
9.9784,12.265
6.4308,7.9285
2.0362,5.2102
7.4235,8.4678
9.9217,9.243
5.9167,7.8106
5.6999,9.6132
7.2125,8.4529
4.3361,7.1634
6.619,5.8431
11.111,8.9619
4.2407,10.512
6.1497,7.2908
6.8364,4.5267
6.8949,8.0235
7.7559,6.759
5.5843,6.5162
4.5042,8.0421
5.8736,10.367
2.1259,8.1144
5.562,4.8399
10.464,13.273
4.8713,4.5571
6.7418,11.351
7.0353,6.9736
6.816,7.9704
6.1576,12.733
4.7037,8.4322
6.7323,11.618
6.5104,8.7222
6.3497,12.411
7.2465,9.0478
5.6597,7.2386
3.6151,3.1103
4.4594,9.5365
7.4263,9.5797
8.1009,8.621
4.7286,10.312
3.2999,9.6369
3.934,5.2516
8.0624,8.5188
7.8742,6.6685
7.6063,10.443
7.9861,8.5187
5.9418,8.5771
6.3226,7.3802
7.4682,10.345
7.8834,9.3655
11.207,11.262
4.0336,9.3106
6.2294,7.837
6.898,4.5237
3.6377,8.4305
2.9706,7.2973
6.3327,9.0658
4.5596,8.2089
5.9998,9.433
4.0522,9.1385
5.8009,8.0872
6.2069,6.9097
1.4689,7.9635
7.5495,8.0159
1.8826,4.3762
6.5216,9.808
6.0444,9.7356
6.4736,7.3816
9.1145,11.477
2.8516,6.9696
4.5957,10.586
4.442,7.2382
9.1695,9.5429
8.6896,9.4747
7.4463,12.562
2.8174,5.5775
5.0589,7.1259
7.0743,9.0977
6.7208,9.2201
4.6726,5.4435
9.0827,8.6258
4.8208,4.6152
6.7919,7.0311
10.089,9.779
9.5455,8.7929
5.599,3.9976
7.5446,8.3585
9.44,7.6873
4.0558,5.2536
7.9712,9.0277
9.8177,9.5195
8.0633,8.8534
8.5317,9.5369
6.0029,8.3008
3.3732,5.68
4.5148,9.1369
9.1691,13.048
6.1474,5.8283
7.6929,6.7286
3.9243,6.6407
2.3705,2.4487
1.8058,4.9166
6.571,4.345
1.642,4.2037
8.9105,7.1821
8.3312,9.6263
6.6159,7.6449
8.0942,9.6443
5.7862,9.2734
